year,number,song,artist,semanas
2022,11,Mamiii,Becky G feat. KAROL G,"46 Semanas en lista
4x"
2022,12,OJITOS LINDOS,BAD BUNNY / BOMBA ESTÉREO,"34 Semanas en lista
4x"
2022,13,PROVENZA,KAROL G,"36 Semanas en lista
4x"
2022,14,Mon Amour (remix),"zzoilo, Aitana","72 Semanas en lista
3x"
2022,15,TAROT,BAD BUNNY / JHAY CORTEZ,"34 Semanas en lista
4x"
2022,16,Formentera,"Aitana, Nicki Nicole","56 Semanas en lista
3x"
2022,17,MOSCOW MULE,BAD BUNNY,"34 Semanas en lista
3x"
2022,18,MEMORIAS,MORA / JHAY CORTEZ,"39 Semanas en lista
3x"
2022,19,SIN SEÑAL,QUEVEDO / OVY ON THE DRUMS,"23 Semanas en lista
3x"
2022,20,Las 12,"Ana Mena, Belinda","28 Semanas en lista
3x"
2022,21,MI LUZ,RVFV / RELS B,"46 Semanas en lista
3x"
2022,22,LA FAMA,ROSALÍA feat. The Weeknd,"57 Semanas en lista
3x"
2022,23,UNA NOCHE EN MEDELLÍN,CRIS MJ,"41 Semanas en lista
3x"
2022,24,TIGINI,RVFV / KIKIMOTELEBA,"30 Semanas en lista
3x"
2022,25,mariposas,"sangiovanni, Aitana","30 Semanas en lista
3x"
2022,26,VISTA AL MAR,QUEVEDO,"16 Semanas en lista
3x"
2022,27,SloMo,Chanel,"33 Semanas en lista
3x"
2022,28,LA INOCENTE,MORA / FEID,"33 Semanas en lista
3x"
2022,29,Ateo,"C. Tangana, Nathy Peluso","64 Semanas en lista
2x"
2022,30,As It Was,Harry Styles,"39 Semanas en lista
3x"
2022,31,Todo De Ti,RAUW ALEJANDRO,84 Semanas en lista
2022,32,PELELE,MORAD,"30 Semanas en lista
3x"
2022,33,ULTRA SOLO,POLIMÁ WESTCOAST / PAILITA,"35 Semanas en lista
3x"
2022,34,AY MAMA,RIGOBERTA BANDINI,"38 Semanas en lista
2x"
2022,35,PIEL DE CORDERO,QUEVEDO / LA PANTERA,"37 Semanas en lista
2x"
2022,36,PEPAS,Farruko,"75 Semanas en lista
1x"
2022,37,Pantysito,"Alejo, Feid, ROBI","30 Semanas en lista
2x"
2022,38,CAILE,LUAR LA L,"21 Semanas en lista
2x"
2022,39,EFECTO,BAD BUNNY,"34 Semanas en lista
2x"
2022,40,"VILLANO ANTILLANO: BZRP MUSIC SESSIONS, VOL. 51",BIZARRAP / VILLANO ANTILLANO,"26 Semanas en lista
2x"
2022,41,Musica Ligera,Ana Mena,"36 Semanas en lista
2x"
2022,42,LA LLEVO AL CIELO,CHRIS JEDI / CHENCHO CORLEONE / ANUEL AA / ÑENGO FLOW,"24 Semanas en lista
2x"
2022,43,AHORA Y SIEMPRE,QUEVEDO / LINTON,"37 Semanas en lista
2x"
2022,44,"MORAD: BZRP MUSIC SESSIONS, VOL. 47",BIZARRAP / MORAD,"32 Semanas en lista
1x"
2022,45,Bam Bam (ft. Ed Sheeran),Camila Cabello,"43 Semanas en lista
2x"
2022,46,MAMI,RVFV / PABLO MAS,"36 Semanas en lista
2x"
2022,47,La Llama del Amor,Omar Montes & Jairo deRemache,"23 Semanas en lista
2x"
2022,48,FUERA DEL MERCADO,DANNY OCEAN,"30 Semanas en lista
2x"
2022,49,Cold Heart (Pnau Remix),"Elton John, Dua Lipa","63 Semanas en lista
2x"
2022,50,YONAGUNI,BAD BUNNY,"67 Semanas en lista
1x"
2022,51,Loco,"Justin Quiles feat. Chimbala, Zion & Lennox","73 Semanas en lista
1x"
2022,52,Tiroteo Remix,"Marc Seguí, Rauw Alejandro y Pol Granch",81 Semanas en lista
2022,53,HEY MOR,OZUNA / FEID,"12 Semanas en lista
2x"
2022,54,SIGUE,BENY JR / MORAD / K Y B,"33 Semanas en lista
2x"
2022,55,Envolver,Anitta,"37 Semanas en lista
2x"
2022,56,JORDAN,Ryan Castro,"26 Semanas en lista
2x"
2022,57,LEY SECA,JHAY CORTEZ / ANUEL AA,"48 Semanas en lista
1x"
2022,58,SHE DON T GIVE A FO,DUKI / KHEA,"59 Semanas en lista
2x"
2022,59,SI QUIEREN FRONTEAR,DUKI / DE LA GHETTO / QUEVEDO,"25 Semanas en lista
2x"
2022,60,LOKERA,RAUW ALEJANDRO / LYANNO / BRRAY,"22 Semanas en lista
2x"
2022,61,ALGODÓN DE AZÚCAR,CHEMA RIVAS,"24 Semanas en lista
2x"
2022,62,En El Coche,Aitana,"26 Semanas en lista
2x"
2022,63,DESPUÉS DE LA PLAYA,BAD BUNNY,"19 Semanas en lista
2x"
2022,64,VOLANDO (REMIX),MORA / BAD BUNNY / SECH,"46 Semanas en lista
1x"
2022,65,RUMBATÓN,Daddy Yankee,"25 Semanas en lista
2x"
2022,66,El Fin del Mundo,La La Love You feat. Axolotes Mexicanos,"47 Semanas en lista
1x"
2022,67,Demasiadas Mujeres,C. Tangana,68 Semanas en lista
2022,68,Pareja Del Año ft Myke Towers,Sebastián Yatra,73 Semanas en lista
2022,69,NEVERITA,BAD BUNNY,"34 Semanas en lista
1x"
2022,70,MIÉNTEME,TINI / MARIA BECERRA,"76 Semanas en lista
1x"
2022,71,Tú Me Dejaste De Querer,"C. Tangana feat. Niño de Elche, La Húngara",100 Semanas en lista
2022,72,Feliz Cumpleaños Ferxxo,Feid,"19 Semanas en lista
1x"
2022,73,SI TÚ TE VAS,OMAR MONTES / KHALED / KAYDY CAIN / YUNG BEEF,"19 Semanas en lista
1x"
2022,74,PUNTO G,QUEVEDO,"8 Semanas en lista
1x"
2022,75,Normal,Feid,"25 Semanas en lista
1x"
2022,76,CÚRAME,RAUW ALEJANDRO,"47 Semanas en lista
1x"
2022,77,"PAULO LONDRA: BZRP MUSIC SESSIONS, VOL. 23",BIZARRAP / PAULO LONDRA,"19 Semanas en lista
1x"
2022,78,CANDY,Rosalía,"19 Semanas en lista
1x"
2022,79,DILE (HOMENAJE),JHAY CORTEZ,"38 Semanas en lista
1x"
2022,80,INGOBERNABLE,C. TANGANA / GIPSY KINGS / NICOLAS REYES / TONINO BALIARDO,78 Semanas en lista
2022,81,FLAMENCO Y BACHATA,Daviles de Novelda,74 Semanas en lista
2022,82,Punto 40,RAUW ALEJANDRO / BABY RASTA,"14 Semanas en lista
1x"
2022,83,LA HISTORIA,EL TAIGER / DJ CONDS,61 Semanas en lista
2022,84,Besos Moja2,"Wisin & Yandel, ROSALÍA","13 Semanas en lista
1x"
2022,85,Risueña,Omar Montes & Daviles de Novelda,"24 Semanas en lista
1x"
2022,86,CÓMO DORMISTE?,RELS B,"21 Semanas en lista
1x"
2022,87,Mujeriego,Ryan Castro,"19 Semanas en lista
1x"
2022,88,La Niña de la Escuela,"Lola Indigo, TINI, Belinda",50 Semanas en lista
2022,89,PARTY,BAD BUNNY / RAUW ALEJANDRO,"15 Semanas en lista
1x"
2022,90,Nostálgico,"Rvssian, Rauw Alejandro & Chris Brown","34 Semanas en lista
1x"
2022,91,Pegao,Camilo,"27 Semanas en lista
1x"
2022,92,FELIZ,Chimbala,"20 Semanas en lista
1x"
2022,93,Another Love,Tom Odell,"19 Semanas en lista
1x"
2022,94,Monotonía,Shakira y Ozuna,"11 Semanas en lista
1x"
2022,95,La Prendo,BAD GYAL,"20 Semanas en lista
1x"
2022,96,SALIMO DE NOCHE,TIAGO PZK / TRUENO,"29 Semanas en lista
1x"
2022,97,DAKITI,BAD BUNNY / JHAY CORTEZ,80 Semanas en lista
2022,98,Nos comemos,Tiago Pzk y Ozuna,"22 Semanas en lista
1x"
2022,99,Traductor,"Tiago PZK, Myke Towers","24 Semanas en lista
1x"
2022,100,Flow 2000,BAD GYAL,"14 Semanas en lista
1x"
2023,1,"SHAKIRA: BZRP MUSIC SESSIONS, VOL. 53",BIZARRAP / SHAKIRA,"50 Semanas en lista
7x"
2023,2,El Merengue,Marshmello & Manuel Turizo,"43 Semanas en lista
7x"
2023,3,Nochentera,Vicco,"47 Semanas en lista
7x"
2023,4,La Bachata,Manuel Turizo,"82 Semanas en lista
7x"
2023,5,YANDEL 150,YANDEL / FEID,"52 Semanas en lista
6x"
2023,6,TQG,"KAROL G, Shakira","44 Semanas en lista
6x"
2023,7,Playa Del Inglés,"Quevedo, Myke Towers","55 Semanas en lista
7x"
2023,8,COLUMBIA,QUEVEDO,"25 Semanas en lista
6x"
2023,9,BESO,ROSALÍA & Rauw Alejandro,"40 Semanas en lista
6x"
2023,10,LALA,MYKE TOWERS,"27 Semanas en lista
6x"
2023,11,EL TONTO Ft . Quevedo,Lola Indigo,"37 Semanas en lista
5x"
2023,12,VAGABUNDO,Sebastián Yatra Junto a Manuel Turizo y Beéle,"33 Semanas en lista
5x"
2023,13,"QUEVEDO: BZRP MUSIC SESSIONS, VOL. 52",BIZARRAP / QUEVEDO,"78 Semanas en lista
5x"
2023,14,Flowers,Miley Cyrus,"49 Semanas en lista
5x"
2023,15,PUNTO G,QUEVEDO,"60 Semanas en lista
5x"
2023,16,MERCHO,Lil Cake & Migrantes feat. Nico Valdi,"37 Semanas en lista
4x"
2023,17,Classy 101,Feid y Young Miko,"39 Semanas en lista
4x"
2023,18,POLARIS (REMIX),SAIKO / FEID / QUEVEDO / MORA,"29 Semanas en lista
4x"
2023,19,SUPERNOVA,SAIKO,"37 Semanas en lista
4x"
2023,20,WANDA,QUEVEDO,"46 Semanas en lista
4x"
2023,21,CLAVAITO,CHANEL & ABRAHAM MATEO,"35 Semanas en lista
4x"
2023,22,Los del Espacio,LIT KILLAH / TIAGO PZK / MARIA BECERRA / DUKI / EMILIA / RUS,"30 Semanas en lista
4x"
2023,23,Cupido,Tini,"40 Semanas en lista
4x"
2023,24,HEY MOR,OZUNA / FEID,"60 Semanas en lista
4x"
2023,25,WHERE SHE GOES,BAD BUNNY,"30 Semanas en lista
4x"
2023,26,LA JUMPA,ARCANGEL / BAD BUNNY,"39 Semanas en lista
4x"
2023,27,BABY HELLO,Rauw Alejandro ft. Bizarrap,"27 Semanas en lista
4x"
2023,28,DESPECHÁ,Rosalía,"75 Semanas en lista
4x"
2023,29,Arena y Sal,"Omar Montes, Saiko & Tunvao","32 Semanas en lista
4x"
2023,30,SI NO ESTÁS,IÑIGO QUINTERO,"15 Semanas en lista
3x"
2023,31,Los Ángeles,Aitana,"39 Semanas en lista
3x"
2023,32,COCO CHANEL,ELADIO CARRION / BAD BUNNY,"31 Semanas en lista
3x"
2023,33,RARA VEZ,TAIU / MILO J,"43 Semanas en lista
3x"
2023,34,El Cielo,"Sky Rompiendo ft. Feid, Myke Towers","30 Semanas en lista
3x"
2023,35,Todo contigo,Álvaro de Luna,"40 Semanas en lista
3x"
2023,36,VISTA AL MAR,QUEVEDO,"58 Semanas en lista
3x"
2023,37,NO_SE_VE.MP3,EMILIA / LUDMILLA / ZECCA,"31 Semanas en lista
3x"
2023,38,Holanda,Jhayco,"22 Semanas en lista
3x"
2023,39,Acróstico,SHAKIRA,"25 Semanas en lista
3x"
2023,40,Coco Loco,Maluma,"29 Semanas en lista
3x"
2023,41,REINA,MORA / SAIKO,"18 Semanas en lista
3x"
2023,42,CHORRITO PA LAS ANIMAS,Feid,"35 Semanas en lista
3x"
2023,43,SIN SEÑAL,QUEVEDO / OVY ON THE DRUMS,"60 Semanas en lista
3x"
2023,44,Chulo,BAD GYAL,"33 Semanas en lista
2x"
2023,45,LA INOCENTE,MORA / FEID,"84 Semanas en lista
3x"
2023,46,LA BEBÉ REMIX,YNG LVCAS X PESO PLUMA,"25 Semanas en lista
2x"
2023,47,LLYLM,Rosalía,"22 Semanas en lista
2x"
2023,48,SI LA CALLE LLAMA,ELADIO CARRION / MYKE TOWERS,"27 Semanas en lista
2x"
2023,49,CAIRO,"KAROL G, Ovy On The Drums","33 Semanas en lista
3x"
2023,50,Feliz Cumpleaños Ferxxo,Feid,"53 Semanas en lista
3x"
2023,51,ELLA BAILA SOLA,ESLABON ARMADO / PESO PLUMA,"29 Semanas en lista
2x"
2023,52,mariposas,"sangiovanni, Aitana","68 Semanas en lista
3x"
2023,53,LAS BABYS,Aitana,"30 Semanas en lista
2x"
2023,54,Las 12,"Ana Mena, Belinda","65 Semanas en lista
3x"
2023,55,Tacones Rojos,Sebastián Yatra,"107 Semanas en lista
3x"
2023,56,"RAUW ALEJANDRO: BZRP MUSIC SESSIONS, VOL. 56",BIZARRAP / RAUW ALEJANDRO,"24 Semanas en lista
2x"
2023,57,CALM DOWN,Rema,"50 Semanas en lista
2x"
2023,58,Monotonía,Shakira y Ozuna,"42 Semanas en lista
3x"
2023,59,Besos Moja2,"Wisin & Yandel, ROSALÍA","47 Semanas en lista
3x"
2023,60,MODELITO,MORA / YOVNGCHMI,"22 Semanas en lista
2x"
2023,61,MEMORIAS,MORA / JHAY CORTEZ,"77 Semanas en lista
3x"
2023,62,YANKEE,QUEVEDO,"22 Semanas en lista
2x"
2023,63,PROVENZA,KAROL G,"79 Semanas en lista
3x"
2023,64,CORAZÓN ROTO,BRRAY,"27 Semanas en lista
2x"
2023,65,Quiero Decirte,Abraham Mateo & Ana Mena,"64 Semanas en lista
2x"
2023,66,Mami Chula,"Jhayco, Quevedo","21 Semanas en lista
2x"
2023,67,Arranca,Becky G ft. Omega,"27 Semanas en lista
2x"
2023,68,QLONA,KAROL G / PESO PLUMA,"20 Semanas en lista
2x"
2023,69,OJITOS LINDOS,BAD BUNNY / BOMBA ESTÉREO,"70 Semanas en lista
2x"
2023,70,Te Felicito,Shakira & Rauw Alejandro,"69 Semanas en lista
3x"
2023,71,AHORA QUÉ,QUEVEDO,"14 Semanas en lista
2x"
2023,72,X SI VOLVEMOS,KAROL G Junto a Romeo Santos,"20 Semanas en lista
2x"
2023,73,ME PORTO BONITO,BAD BUNNY / CHENCHO CORLEONE,"66 Semanas en lista
2x"
2023,74,MIENTRAS ME CURO DEL CORA,KAROL G,"26 Semanas en lista
2x"
2023,75,APA,MORA / QUEVEDO,"29 Semanas en lista
2x"
2023,76,Mon Amour (remix),"zzoilo, Aitana","108 Semanas en lista
2x"
2023,77,ANTES,RVFV / EDU GARCÍA,"21 Semanas en lista
2x"
2023,78,COSAS QUE NO TE DIJE,SAIKO,"21 Semanas en lista
2x"
2023,79,TITÍ ME PREGUNTÓ,BAD BUNNY,"62 Semanas en lista
2x"
2023,80,As It Was,Harry Styles,"73 Semanas en lista
2x"
2023,81,Normal,Feid,"57 Semanas en lista
2x"
2023,82,PERRO NEGRO,BAD BUNNY / FEID,"11 Semanas en lista
2x"
2023,83,LAS BRATZ (REMIX),AISSA / SAIKO / JC REYES / NICKZZY / EL BOBE / JUSEPH / GIO,"31 Semanas en lista
2x"
2023,84,LOLLIPOP,Darell,"13 Semanas en lista
2x"
2023,85,I´m Good (Blue),"David Guetta, Bebe Rexha","43 Semanas en lista
2x"
2023,86,AMARGURA,KAROL G,"30 Semanas en lista
2x"
2023,87,MI NENA REMIX,MAIKEL DELACALLE / QUEVEDO,"13 Semanas en lista
2x"
2023,88,Another Love,Tom Odell,"46 Semanas en lista
2x"
2023,89,BUENAS,QUEVEDO / SAIKO,"14 Semanas en lista
2x"
2023,90,MI LUZ,RVFV / RELS B,"68 Semanas en lista
2x"
2023,91,MARISOLA (REMIX),CRIS MJ / DUKI / NICKI NICOLE / STANDLY / STARS MUSIC CHILE,"19 Semanas en lista
2x"
2023,92,Niña Bonita,"Feid, Sean Paul","18 Semanas en lista
1x"
2023,93,DAME,QUEVEDO / OMAR MONTES,"15 Semanas en lista
1x"
2023,94,A 300,JC REYES / PEDRO CALDERON,"23 Semanas en lista
1x"
2023,95,El Fin del Mundo,La La Love You feat. Axolotes Mexicanos,"76 Semanas en lista
2x"
2023,96,ULALA,MYKE TOWERS / DADDY YANKEE,"22 Semanas en lista
2x"
2023,97,CORAZÓN VACÍO,MARIA BECERRA,"25 Semanas en lista
1x"
2023,98,Si ella supiera,India Martinez ft Melendi,"35 Semanas en lista
2x"
2023,99,Eva Longoria Feat. Davido,OZUNA,"20 Semanas en lista
1x"
2023,100,POLARIS,SAIKO / CAME BEATS,"18 Semanas en lista
1x"
2024,1,SI ANTES TE HUBIERA CONOCIDO,KAROL G,"27 Semanas en lista
8x"
2024,2,LUNA,FEID / ATL JACOB,"56 Semanas en lista
6x"
2024,3,X'CLUSIVO,GONZY,"49 Semanas en lista
5x"
2024,4,LA FALDA,MYKE TOWERS,"56 Semanas en lista
6x"
2024,5,Santa,"Rvssian, Rauw Alejandro, Arya Starr","38 Semanas en lista
5x"
2024,6,POTRA SALVAJE,ISABEL AAIÚN,"32 Semanas en lista
4x"
2024,7,GATA ONLY,FLOYYMENOR / CRIS MJ,"45 Semanas en lista
4x"
2024,8,BADGYAL,SAIKO / JC REYES / DEI V,"35 Semanas en lista
4x"
2024,9,MANOS ROTAS,DELLAFUENTE / MORAD,"58 Semanas en lista
4x"
2024,10,La Bachata,Manuel Turizo,"134 Semanas en lista
4x"
2024,11,1000COSAS,Lola Indigo Y Manuel Turizo,"42 Semanas en lista
4x"
2024,12,El Merengue,Marshmello & Manuel Turizo,"95 Semanas en lista
4x"
2024,13,COLUMBIA,QUEVEDO,"77 Semanas en lista
4x"
2024,14,LA REINA,Lola Indigo,"28 Semanas en lista
3x"
2024,15,Ohnana,KAPO,"26 Semanas en lista
3x"
2024,16,QLONA,KAROL G / PESO PLUMA,"69 Semanas en lista
3x"
2024,17,CASANOVA,SOOLKING / LOLA INDIGO / RVFV,"39 Semanas en lista
4x"
2024,18,VAGABUNDO,Sebastián Yatra Junto a Manuel Turizo y Beéle,"85 Semanas en lista
3x"
2024,19,EL CONJUNTITO,EL BOBE / OMAR MONTES,"27 Semanas en lista
3x"
2024,20,FARDOS,JC REYES / DE LA GHETTO,"30 Semanas en lista
3x"
2024,21,ADIVINO,"Myke Towers, Bad Bunny","33 Semanas en lista
3x"
2024,22,La_Original.mp3,Emilia ft. TINI,"52 Semanas en lista
3x"
2024,23,NO TE QUIEREN CONMIGO,GABY MUSIC / LUNAY / LUAR LA L,"29 Semanas en lista
3x"
2024,24,REAL GANGSTA LOVE,TRUENO,"25 Semanas en lista
3x"
2024,25,LO QUE TIENE,MORAD / BENY JR / RVFV,"42 Semanas en lista
3x"
2024,26,PERRO NEGRO,BAD BUNNY / FEID,"53 Semanas en lista
3x"
2024,27,GOTERAS,OMAR MONTES / JC REYES,"26 Semanas en lista
3x"
2024,28,Bailando Bachata,CHAYANNE,"60 Semanas en lista
3x"
2024,29,"YOUNG MIKO: BZRP MUSIC SESSIONS, VOL. 58",BIZARRAP / YOUNG MIKO,"16 Semanas en lista
2x"
2024,30,Madrid City,Ana Mena,"50 Semanas en lista
3x"
2024,31,SI NO ESTÁS,IÑIGO QUINTERO,"63 Semanas en lista
3x"
2024,32,Beautiful things,Benson Boone,"46 Semanas en lista
2x"
2024,33,AMARGURA,KAROL G,"82 Semanas en lista
2x"
2024,34,UNA FOTO REMIX,MESITA / NICKI NICOLE / TIAGO PZK / EMILIA,"24 Semanas en lista
2x"
2024,35,LALA,MYKE TOWERS,"74 Semanas en lista
2x"
2024,36,FRIKI,GONZY,"36 Semanas en lista
2x"
2024,37,EL PATIO,PEPE : VIZIO / DELAOSSA / KIDDO,"32 Semanas en lista
3x"
2024,38,LA CAPI,MYKE TOWERS,"41 Semanas en lista
2x"
2024,39,HAY LUPITA,LOMIIEL,"24 Semanas en lista
2x"
2024,40,DILUVIO,RAUW ALEJANDRO,"42 Semanas en lista
3x"
2024,41,El Fin del Mundo,La La Love You feat. Axolotes Mexicanos,"126 Semanas en lista
3x"
2024,42,Nochentera,Vicco,"86 Semanas en lista
2x"
2024,43,TQG,"KAROL G, Shakira","91 Semanas en lista
3x"
2024,44,CONTIGO,KAROL G y TIËSTO,"35 Semanas en lista
2x"
2024,45,Asi Es La Vida,Enrique Iglesias & Maria Becerra,"43 Semanas en lista
3x"
2024,46,Lose control,Teddy Swims,"44 Semanas en lista
2x"
2024,47,LUNA LLENA,BENY JR,"22 Semanas en lista
2x"
2024,48,MI LUZ,RVFV / RELS B,"120 Semanas en lista
2x"
2024,49,UWAIE,KAPO,"19 Semanas en lista
2x"
2024,50,RAPIDO,DEI V / CRIS MJ,"28 Semanas en lista
2x"
2024,51,M.A.I,MILO J,"15 Semanas en lista
2x"
2024,52,DESPECHÁ,Rosalía,"119 Semanas en lista
2x"
2024,53,UNA BACHATA,"Lola Indigo, Saiko","27 Semanas en lista
2x"
2024,54,BBY BOO (REMIX),"iZaak, Jhayco, Anuel AA","18 Semanas en lista
2x"
2024,55,EL TONTO Ft . Quevedo,Lola Indigo,"76 Semanas en lista
2x"
2024,56,COMO CAMARON,Estopa,"54 Semanas en lista
3x"
2024,57,TU$$I,YOVNGCHIMI / DEI V,"29 Semanas en lista
2x"
2024,58,LA SEVILLANA,OMAR MONTES,"18 Semanas en lista
2x"
2024,59,YO LO SOÑÉ,SAIKO / OMAR MONTES,"19 Semanas en lista
2x"
2024,60,DIABÓLICA,CRIS MJ / DEI V,"26 Semanas en lista
2x"
2024,61,Q U E V A S H A C E R H O Y ?,OMAR COURTZ / DE LA ROSE,"14 Semanas en lista
2x"
2024,62,POLARIS (REMIX),SAIKO / FEID / QUEVEDO / MORA,"55 Semanas en lista
2x"
2024,63,A 300,JC REYES / PEDRO CALDERON,"42 Semanas en lista
3x"
2024,64,MODELITO,MORA / YOVNGCHMI,"46 Semanas en lista
2x"
2024,65,BABY HELLO,Rauw Alejandro ft. Bizarrap,"46 Semanas en lista
2x"
2024,66,NARCOTICS,DEI V / BRYANT MYERS,"34 Semanas en lista
2x"
2024,67,PELIGROSA,FLOYYMENOR,"22 Semanas en lista
2x"
2024,68,REINA,MORA / SAIKO,"35 Semanas en lista
2x"
2024,69,DURO DE VERDAD PT.2,LOS SUFRIDOS / BAD GYAL,"15 Semanas en lista
2x"
2024,70,Salitre,"Manuel Carrasco, Camilo","35 Semanas en lista
2x"
2024,71,EL PANTALON (RUMBAS),OMAR MONTES / LOLA INDIGO / LAS CHUCHES,"17 Semanas en lista
2x"
2024,72,TU SILUETA,DIEGOTE,"18 Semanas en lista
2x"
2024,73,NO_SE_VE.MP3,EMILIA / LUDMILLA / ZECCA,"49 Semanas en lista
2x"
2024,74,TRENDING REMIX,DEI V / MYKE TOWERS,"20 Semanas en lista
2x"
2024,75,"QUEVEDO: BZRP MUSIC SESSIONS, VOL. 52",BIZARRAP / QUEVEDO,"109 Semanas en lista
2x"
2024,76,COSAS QUE NO TE DIJE,SAIKO,"38 Semanas en lista
2x"
2024,77,PROVENZA,KAROL G,"100 Semanas en lista
2x"
2024,78,CLAVAITO,CHANEL & ABRAHAM MATEO,"61 Semanas en lista
2x"
2024,79,Flowers,Miley Cyrus,"75 Semanas en lista
2x"
2024,80,Crush,"Sky Rompiendo, Dei V & Arcangel","23 Semanas en lista
2x"
2024,81,OA,ANUEL AA / QUEVEDO / MALUMA / MAMBO KINGZ / DJ LUIAN,"28 Semanas en lista
2x"
2024,82,MARTINI,DEI V,"35 Semanas en lista
1x"
2024,83,LA RANGER,THE ACADEMY: SEGUNDA MISIÓN / MYKE TOWERS / SECH / JUSTIN QU,"16 Semanas en lista
1x"
2024,84,Classy 101,Feid y Young Miko,"61 Semanas en lista
2x"
2024,85,Los del Espacio,LIT KILLAH / TIAGO PZK / MARIA BECERRA / DUKI / EMILIA / RUS,"46 Semanas en lista
2x"
2024,86,DEGENERE,MYKE TOWERS / BENNY BLANCO,"10 Semanas en lista
1x"
2024,87,Holanda,Jhayco,"37 Semanas en lista
1x"
2024,88,Espresso,Sabrina Carpenter,"29 Semanas en lista
1x"
2024,89,ALGO SENCILLITO,MARTA SANTOS,"13 Semanas en lista
2x"
2024,90,El Principio de algo,La La Love You & Samuraï,"23 Semanas en lista
1x"
2024,91,Según Quién,Maluma ft. Carin Leon,"33 Semanas en lista
2x"
2024,92,LA SALVACIÓN,ARDE BOGOTÁ,"17 Semanas en lista
2x"
2024,93,CUANDO TE VI / CROSSOVER #5,BIG ONE / MARIA BECERRA / TRUENO,"20 Semanas en lista
1x"
2024,94,ROSAS,La Oreja De Van Gogh,"19 Semanas en lista
2x"
2024,95,LA ÚLTIMA,QUEVEDO,"10 Semanas en lista
1x"
2024,96,MI EX TENÍA RAZÓN,KAROL G,"32 Semanas en lista
1x"
2024,97,GUAY,OZUNA / BAD GYAL,"17 Semanas en lista
1x"
2024,98,Todo contigo,Álvaro de Luna,"59 Semanas en lista
2x"
2024,99,BUSCANDO MONEY,TAYSON KRYSS / TWENTY SIX,"13 Semanas en lista
1x"
2024,100,LA VIDA SIN TI,RELS B / LIA KALI,"13 Semanas en lista
1x"
